"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"NOR","Norway","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",15.476,,
"PRT","Portugal","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.764,"w","Includes data from another category"
"PRT","Portugal","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.854,"w","Includes data from another category"
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.481,,
"CHL","Chile","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.784,,
"IRL","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",0.524,,
"IRL","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",0.962,,
"RUS","Russia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"RUS","Russia","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"x","Data included in another category"
"NOR","Norway","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.626,,
"NOR","Norway","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.671,,
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.823,,
"AUS","Australia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.79,,
"BEL","Belgium","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",12.019,,
"BEL","Belgium","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",12.172,,
"AUS","Australia","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.983,,
"AUS","Australia","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.027,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.679,,
"CHL","Chile","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.642,,
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.658,"w","Includes data from another category"
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.632,"w","Includes data from another category"
"NZL","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",5.423,,
"NZL","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",5.486,,
"LTU","Lithuania","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.261,,
"LTU","Lithuania","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.069,,
"DNK","Denmark","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"DNK","Denmark","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"M","Missing value; data cannot exist"
"AUT","Austria","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.544,,
"AUT","Austria","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",0.55,,
"ISL","Iceland","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",5.091,,
"ISL","Iceland","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",5.198,,
"EST","Estonia","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",13.311,,
"EST","Estonia","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",12.966,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.679,,
"CHL","Chile","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.642,,
"BEL","Belgium","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.704,,
"BEL","Belgium","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.694,,
"MEX","Mexico","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",20.129,,
"MEX","Mexico","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",19.751,,
"SVK","Slovak Republic","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.172,,
"SVK","Slovak Republic","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.925,,
"FRA","France","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.042,,
"FRA","France","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.037,,
"CZE","Czech Republic","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.884,,
"CZE","Czech Republic","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.839,,
"SVK","Slovak Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",0.386,,
"SVK","Slovak Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",0.333,,
"IRL","Ireland","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.155,,
"IRL","Ireland","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.768,,
"FRA","France","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.036,,
"FRA","France","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",0.036,,
"FIN","Finland","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"z","Not applicable"
"FIN","Finland","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"z","Not applicable"
"USA","United States","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.125,,
"USA","United States","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.146,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.318,,
"DNK","Denmark","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"M","Missing value; data cannot exist"
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",0.371,,
"ITA","Italy","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",0.377,,
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"RUS","Russia","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"x","Data included in another category"
"ISL","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",0.771,,
"ISL","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",0.738,,
"IRL","Ireland","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"IRL","Ireland","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"x","Data included in another category"
"LVA","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",0.253,,
"LVA","Latvia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",0.228,,
"ISL","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.3,,
"ISL","Iceland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.43,,
"IRL","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.714,,
"IRL","Ireland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.051,,
"NOR","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.793,,
"NOR","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",4.009,,
"NOR","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",1.96,,
"NOR","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",1.135,,
"FIN","Finland","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.435,,
"FIN","Finland","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.314,,
"SWE","Sweden","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.156,,
"SWE","Sweden","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",0.158,,
"NOR","Norway","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.723,,
"NOR","Norway","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.904,,
"SVK","Slovak Republic","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.285,,
"SVK","Slovak Republic","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.047,,
"CZE","Czech Republic","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.763,,
"CZE","Czech Republic","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.844,,
"LTU","Lithuania","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",12.957,,
"LTU","Lithuania","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",12.09,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.155,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.072,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.961,,
"ITA","Italy","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.029,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.423,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",4.278,,
"AUT","Austria","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.092,,
"AUT","Austria","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.13,,
"HUN","Hungary","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",9.358,,
"HUN","Hungary","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",9.125,,
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.187,,
"ITA","Italy","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",0.159,,
"CHE","Switzerland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"CHE","Switzerland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"x","Data included in another category"
"AUS","Australia","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",14.383,,
"AUS","Australia","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",14.572,,
"DNK","Denmark","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.038,,
"DNK","Denmark","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"M","Missing value; data cannot exist"
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.952,,
"AUT","Austria","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.968,,
"FRA","France","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.229,,
"FRA","France","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.229,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.886,,
"CHL","Chile","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.105,,
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.917,,
"AUT","Austria","L3","Upper secondary education (ISCED2011 level 3)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.93,,
"CAN","Canada","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.61,,
"CAN","Canada","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.376,,
"LUX","Luxembourg","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.136,,
"LUX","Luxembourg","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.163,,
"RUS","Russia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",0,,
"RUS","Russia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2015","2015",0.219,,
"NOR","Norway","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.707,,
"NOR","Norway","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.739,,
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",3.66,,
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",3.624,,
"GRC","Greece","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",1.299,,
"GRC","Greece","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",1.351,,
"USA","United States","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"USA","United States","L6T8","ISCED2011 levels 6 to 8","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"x","Data included in another category"
"DNK","Denmark","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.242,,
"DNK","Denmark","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"M","Missing value; data cannot exist"
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",0.8,,
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",0.796,,
"PRT","Portugal","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",,"x","Data included in another category"
"PRT","Portugal","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",,"x","Data included in another category"
"SVN","Slovenia","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",10.675,,
"SVN","Slovenia","T","All ISCED levels","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",10.288,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",4.434,,
"BRA","Brazil","L2","Lower secondary education (ISCED2011 level 2)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",4.486,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2014","2014",2.258,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","T","All sectors","2015","2015",2.291,,
"AUS","Australia","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_PUBEXP","Expenditure on education as a share of total government expenditure","T","All expenditure types","S13","General government","OUT_INST_T","Outside educational institutions","2014","2014",1.804,,
